name,lat,lng
Nett,3.0501849337671696,144.6834610859313
Nett,3.0560292454708926,144.695506430022
Kolonia,6.957979591788858,158.20216547135024
Kolonia,6.964304985506511,158.20255112756146
Kolonia,6.955621625229066,158.20075885461534
Kolonia,6.954473487558689,158.2037292999579
Kolonia,6.964973278959152,158.21160729117304
Kitti,6.839832862484333,158.20524967249096
Kitti,6.831613499708234,158.198302078514
Kitti,6.841883888543856,158.2031878003167
Kitti,6.849222660401518,158.20175098431483
Kitti,6.851360998938899,158.20485932084657
Rull,5.393985532024751,137.78657887727468
Rull,5.385477909587782,137.79607641663733
Rull,5.387020856175312,137.79431265222092
Rull,5.391944773797614,137.78527354841563
Rull,5.378014039017458,137.79333206242683
Gilman,3.900262397608147,137.68574031411998
Gilman,3.8900024950977747,137.68653237214917
Gilman,3.8992332141822916,137.68198887463797
Gilman,3.904905505465222,137.67376092764735
Gilman,3.8899396953955057,137.6746053423516
Kanifay,3.9558034408590985,137.67503523238514
Kanifay,3.939095614614851,137.67181879578828
Kanifay,3.941922056516762,137.68447211794697
Kanifay,3.947875008799224,137.67825526189893
Kanifay,3.9582852864286826,137.6718841411698
Gagil,3.9005738945402246,137.7348877096826
Gagil,3.9120669486114497,137.7256047262623
Gagil,3.8979512027886853,137.72776120299585
Gagil,3.904293424698904,137.72162671856546
Gagil,3.9072877073528627,137.72110836765057
Maap,9.598650348535399,138.15596582050244
Maap,9.597806666120105,138.17047569454667
Maap,9.599491739689338,138.15904642436638
Maap,9.602202916509883,138.16431412834984
Maap,9.582571896605279,138.15625005541472
Pollap,7.627979274852456,149.42377566381998
Pollap,7.635269579678604,149.42134019044803
Pollap,7.642318792243742,149.4275562079378
Pollap,7.642768976877404,149.43571711313643
Pollap,7.647180531949935,149.43715588737825
Tamatam,7.536777357972247,149.40898829583577
Tamatam,7.54856776349424,149.41756051071297
Tamatam,7.529494215983976,149.40545353400682
Tamatam,7.547106324877804,149.4044203233323
Tamatam,7.5292160821676655,149.40529667474993
Makur,8.982533761375805,150.12941111807365
Makur,8.979251484624182,150.12429559293778
Makur,8.979427360033359,150.12196597505314
Makur,8.974927333997096,150.12661662822572
Makur,8.986313675471509,150.12284131578576
Onou,8.800729372391176,150.28313563957812
Onou,8.796953203286439,150.2929070173303
Onou,8.792186703005967,150.30135938945622
Onou,8.80083978931647,150.2981616475075
Onou,8.806126059615208,150.29972468519384
Unanu,8.760753956715305,150.34528720379166
Unanu,8.742721906969079,150.34165450214084
Unanu,8.755553458758987,150.33656929488836
Unanu,8.751061793695825,150.33623855762698
Unanu,8.743970786959423,150.34714561189483
Onoun,8.593036429090079,149.69578582814447
Onoun,8.592067806609732,149.68994020380046
Onoun,8.591381356289212,149.696679247258
Onoun,8.575299401137352,149.68172322157875
Onoun,8.57404069154552,149.69192352229982
Piherech,8.561002046106188,150.41125483090272
Piherech,8.574589288355426,150.41096434375243
Piherech,8.571049058943435,150.42644221004315
Piherech,8.568964738231038,150.42104006238142
Piherech,8.572774695470256,150.42857324878622
Nomwin,8.439597273193252,151.75286497749406
Nomwin,8.436918195000095,151.75379993818424
Nomwin,8.429062557155394,151.7419164223628
Nomwin,8.425137407032704,151.74685989908
Nomwin,8.42393570360735,151.75032021592904
Fananu,8.562087348661471,151.91506915232702
Fananu,8.568764690011033,151.91422185741197
Fananu,8.557728001513672,151.90632957626522
Fananu,8.55824336827418,151.9046766219916
Fananu,8.5686867491195,151.90417581248903
Ruo,8.60773205002872,152.24825296468362
Ruo,8.619261554086389,152.2326991575604
Ruo,8.61209375807159,152.23683919804466
Ruo,8.606222816780148,152.24088226045114
Ruo,8.606809922475367,152.24496818846117
Murillo,8.69305577031342,152.3344281067065
Murillo,8.689803753930528,152.33612743510255
Murillo,8.686297939376637,152.3430105329864
Murillo,8.695711558615118,152.34695054075198
Murillo,8.685716898147216,152.3349385642729
Lekinoch,5.513351742036607,153.81951703695748
Lekinoch,5.500641055635601,153.81836403145618
Lekinoch,5.501971765932481,153.81147527733486
Lekinoch,5.494903516847132,153.82438867826312
Lekinoch,5.503460523154141,153.8232871464468
Oneop,5.512461320928788,153.70966819805014
Oneop,5.5104656351879635,153.7179399042055
Oneop,5.497961765329697,153.71697342127504
Oneop,5.513425645668013,153.72094096970784
Oneop,5.516012542719336,153.71739666186502
Tomil,4.637448352109853,137.75572653639378
Tomil,4.632695051431218,137.7692880531604
Tomil,4.6338882602126334,137.75300805862787
Tomil,4.645244400230192,137.76848085119568
Tomil,4.639078995914257,137.76699606496646
Dalipebinaw,3.9154537056269243,137.67465100806317
Dalipebinaw,3.9165058964263477,137.69298867667572
Dalipebinaw,3.9112611432466404,137.6934020090044
Dalipebinaw,3.9169532649203256,137.6820847184196
Dalipebinaw,3.9067348011982355,137.6902322012022
Weloy,3.9592424768348944,137.6826634312491
Weloy,3.9535119255599978,137.67568928408673
Weloy,3.957254236328624,137.68583602858425
Weloy,3.9631723588794423,137.69063481483133
Weloy,3.9459678916910845,137.68910012012444
Rumung,9.624453213535848,138.14772185103925
Rumung,9.631611681641013,138.14939557180756
Rumung,9.615515184923073,138.1462993056652
Rumung,9.6324437612002,138.1473617194246
Rumung,9.615752958853315,138.1459526039036
Fanif,9.570009763026166,138.1104523511814
Fanif,9.556718381763837,138.1264340220985
Fanif,9.558061951567563,138.1203473835551
Fanif,9.564123322099425,138.1126853045794
Fanif,9.559327173419764,138.12027850255308
Nukuoro,3.8421203094812793,154.9629332409086
Nukuoro,3.840161327127506,154.97961282545515
Nukuoro,3.834575778300045,154.97381736513222
Nukuoro,3.834243639419975,154.96812462941529
Nukuoro,3.8423487971835026,154.9709967539967
Pingelap,6.202878024897094,160.71135140710575
Pingelap,6.211893111741687,160.70114795177517
Pingelap,6.203983254844013,160.69958602515118
Pingelap,6.206973383466932,160.7103823269565
Pingelap,6.200078255772769,160.71340019939527
Sapwuafik,5.798450844105591,157.22653513514794
Sapwuafik,5.802921193416757,157.22815327465946
Sapwuafik,5.796000532761876,157.2329318411836
Sapwuafik,5.792827249686037,157.2334918499805
Sapwuafik,5.798797821546194,157.22593768066025
Mwokilloa,6.6783625281752235,159.767423872403
Mwokilloa,6.683523871163419,159.7555315485463
Mwokilloa,6.671335432522671,159.76577962672656
Mwokilloa,6.6878797259848595,159.76110381217777
Mwokilloa,6.671187176153873,159.74985146468458
Houk,6.698531182570684,149.30075266645113
Houk,6.693929909977431,149.30993788368707
Houk,6.688430591746434,149.29759577714876
Houk,6.680101894588364,149.31117204624655
Houk,6.68907230989713,149.30962568942044
Polowat,7.3506755926742375,149.19941881748696
Polowat,7.363638354693779,149.20008891272707
Polowat,7.367030254056119,149.20020771472662
Polowat,7.351536622074327,149.19894127606133
Polowat,7.3504290359540105,149.20338538973013
Satowan,5.321959931742166,153.72517237877963
Satowan,5.322228218446185,153.73991622193154
Satowan,5.320731086414662,153.73179774050553
Satowan,5.3366911367666,153.74176010939155
Satowan,5.3271706853285625,153.7253831526781
Nema,6.98452509940479,152.578978812973
Nema,6.9832771944881955,152.58310052468613
Nema,6.999835692834383,152.56858740009218
Nema,7.00076461014746,152.57112758111242
Nema,6.999868214713817,152.5740549769965
Losap,6.888794789420629,152.7377519286032
Losap,6.892486737623266,152.73921029743786
Losap,6.899107562418203,152.74400348303485
Losap,6.900873672710884,152.74039235376983
Losap,6.887253490718324,152.73717627294815
PiisEmwar,6.836810105009606,152.7060515042179
PiisEmwar,6.830361247976034,152.69382323948943
PiisEmwar,6.825983189271131,152.70703260141482
PiisEmwar,6.843474306213726,152.70307412210167
PiisEmwar,6.843929572105356,152.70310372350482
Namoluk,5.923702388181402,153.10682264054097
Namoluk,5.933010800508108,153.1164893713756
Namoluk,5.931225947734376,153.1202085686332
Namoluk,5.918378605909145,153.1181439575302
Namoluk,5.91626607375069,153.1267961347331
Ettal,5.573363509487651,153.57786603729446
Ettal,5.571560512320464,153.5877356867726
Ettal,5.570942782276152,153.58288092682614
Ettal,5.5705459929197625,153.58695314823493
Ettal,5.572387128101032,153.59346863042433
Kuttu,5.4583073897954995,153.46620688450338
Kuttu,5.452745049582184,153.46762871686695
Kuttu,5.455823657754562,153.46258886135664
Kuttu,5.4594025721460975,153.45757521134243
Kuttu,5.462264436185783,153.46586453733102
Moch,5.484978937882721,153.5469289016075
Moch,5.49542347171903,153.53295766274272
Moch,5.486235173856528,153.54901943430298
Moch,5.491865437961178,153.54136833020561
Moch,5.497197361580427,153.54181905430872
Ta,5.2946233164821015,153.67178339204594
Ta,5.304995368874658,153.68086100797456
Ta,5.2966996710472545,153.67233380298225
Ta,5.291798413240776,153.67853845136716
Ta,5.2955325812105825,153.67040133344372
Woleai,7.3729344646036035,143.87765624500935
Woleai,7.373906583738762,143.88024539012662
Woleai,7.3659833583665435,143.863852176916
Woleai,7.358153717576691,143.88209897919475
Woleai,7.375000193563868,143.87898181896298
Eauripik,6.687041127153744,143.08601846205028
Eauripik,6.688289463462203,143.0795285247908
Eauripik,6.692214959239806,143.07376145752912
Eauripik,6.687666828874281,143.07731624451208
Eauripik,6.69037900189967,143.07680639554158
Ifalik,7.253659763266874,144.45185888721983
Ifalik,7.254095787053516,144.46308470324638
Ifalik,7.2579599748134696,144.44760467511009
Ifalik,7.258765858677758,144.45361816013383
Ifalik,7.252073166900092,144.46381684631697
Faraulep,8.583312796401524,144.52809661965756
Faraulep,8.5930692026079,144.5181384889354
Faraulep,8.590399366881062,144.52774337621483
Faraulep,8.592184518205917,144.52159782179993
Faraulep,8.600882261261757,144.52123156074043
Elato,7.504650122726896,146.16620390156902
Elato,7.504020239939657,146.16497961507747
Elato,7.512469861384714,146.16621175577924
Elato,7.502404791721682,146.16999738056697
Elato,7.518754501012859,146.17076670717293
Lamotrek,7.464924798253714,146.38207929180686
Lamotrek,7.450452447433393,146.38804182610156
Lamotrek,7.46107503914148,146.37695378417797
Lamotrek,7.463376443470435,146.3890571490775
Lamotrek,7.451194058769852,146.38056343400234
Satawal,7.389141062645001,147.02213700011762
Satawal,7.373483243336468,147.0361926362123
Satawal,7.374945175413939,147.03643143117404
Satawal,7.37183621950436,147.02335240773544
Satawal,7.372557181644245,147.03029193222952
Ulithi,10.010416749014961,139.7459919065883
Ulithi,10.010878060398566,139.74817220700996
Ulithi,10.014951027752868,139.75326900859972
Ulithi,10.010819645906293,139.75246393087596
Ulithi,10.012202510645535,139.7500399854818
Fais,9.760345805150125,140.52787424531607
Fais,9.760798706446995,140.5088181663433
Fais,9.755040020060632,140.51479533198665
Fais,9.76805491354104,140.51765317765137
Fais,9.77299819688455,140.51806765603726
Ngulu,8.29587481709309,137.4897915810147
Ngulu,8.294961021580633,137.4934608222467
Ngulu,8.297279527620747,137.49607138969137
Ngulu,8.305837100930132,137.48753397946655
Ngulu,8.301377399618396,137.4943902830883
