id,name,X,Y
33,Mwean,171.6722699471,7.1414969761
33,Mwean,171.6822699471,7.1514969761
33,Mwean,171.6622699471,7.1314969761
34,Namwi,171.6435239096,7.2838649752
34,Namwi,171.6535239096,7.2938649752
34,Namwi,171.6335239096,7.2738649752
35,Tinak,171.842879554,7.1794295731
35,Tinak,171.852879554,7.1894295731
35,Tinak,171.832879554,7.1694295731
36,Todo - Tutu,171.6828529402,7.1293447597
36,Todo - Tutu,171.6928529402,7.1393447597
36,Todo - Tutu,171.6728529402,7.1193447597
37,Ulien,171.5688184704,7.1221691483
37,Ulien,171.5788184704,7.1321691483
37,Ulien,171.5588184704,7.1121691483
38,Aur,171.173194141,8.1434966594
38,Aur,171.183194141,8.1534966594
38,Aur,171.163194141,8.1334966594
39,Tabal,171.1580998862,8.3090814856
39,Tabal,171.1680998862,8.3190814856
39,Tabal,171.1480998862,8.2990814856
40,Emej,168.6803999475,4.6070926486
40,Emej,168.6903999475,4.6170926486
40,Emej,168.6703999475,4.5970926486
41,Enearmij,168.6856454668,4.5978175391
41,Enearmij,168.6956454668,4.6078175391
41,Enearmij,168.6756454668,4.5878175391
42,Enekoton,168.7682301782,4.6305855199
42,Enekoton,168.7782301782,4.6405855199
42,Enekoton,168.7582301782,4.6205855199
43,Enilok,168.6679573561,4.6102952185
43,Enilok,168.6779573561,4.6202952185
43,Enilok,168.6579573561,4.6002952185
44,Jittaken,168.7460096419,4.5932237502
44,Jittaken,168.7560096419,4.6032237502
44,Jittaken,168.7360096419,4.5832237502
45,Jittoen,168.7061513996,4.5796283329
45,Jittoen,168.7161513996,4.5896283329
45,Jittoen,168.6961513996,4.5696283329
46,Rerok,168.7681993078,4.6126746011
46,Rerok,168.7781993078,4.6226746011
46,Rerok,168.7581993078,4.6026746011
47,Toka,168.6522340463,4.6344624356
47,Toka,168.6622340463,4.6444624356
47,Toka,168.6422340463,4.6244624356
48,Eneu,165.5532378866,11.5875586808
48,Eneu,165.5632378866,11.5975586808
48,Eneu,165.5432378866,11.5775586808
49,Enewetak,162.3528819741,11.3762441974
49,Enewetak,162.3628819741,11.3862441974
49,Enewetak,162.3428819741,11.3662441974
50,Jabat,168.9768270044,7.751846757
50,Jabat,168.9868270044,7.761846757
50,Jabat,168.9668270044,7.741846757
51,Ae,169.5152088774,5.8749878527
51,Ae,169.5252088774,5.8849878527
51,Ae,169.5052088774,5.8649878527
52,Arreen,169.7097381661,6.0213469745
52,Arreen,169.7197381661,6.0313469745
52,Arreen,169.6997381661,6.0113469745
53,Bokanake,169.4100969411,6.2866090996
53,Bokanake,169.4200969411,6.2966090996
53,Bokanake,169.4000969411,6.2766090996
54,Bukantorak,169.4909915013,6.2762061873
54,Bukantorak,169.5009915013,6.2862061873
54,Bukantorak,169.4809915013,6.2662061873
55,Ewo,169.5459568964,5.8316935732
55,Ewo,169.5559568964,5.8416935732
55,Ewo,169.5359568964,5.8216935732
56,Imiej,169.6858918946,5.9678029024
56,Imiej,169.6958918946,5.9778029024
56,Imiej,169.6758918946,5.9578029024
57,Imroj,169.6089982814,6.0710008052
57,Imroj,169.6189982814,6.0810008052
57,Imroj,169.5989982814,6.0610008052
58,Jabnoren,169.4082582423,6.2634188843
58,Jabnoren,169.4182582423,6.2734188843
58,Jabnoren,169.3982582423,6.2534188843
59,Jabwor,169.6295122205,5.8905199193
59,Jabwor,169.6395122205,5.9005199193
59,Jabwor,169.6195122205,5.8805199193
60,Jaluit,169.6055944799,5.8193612244
60,Jaluit,169.6155944799,5.8293612244
60,Jaluit,169.5955944799,5.8093612244
61,Lonane - Lonone,169.4806293562,6.2853888739
61,Lonane - Lonone,169.4906293562,6.2953888739
61,Lonane - Lonone,169.4706293562,6.2753888739
62,Mejatto,169.5897250638,6.0996425006
62,Mejatto,169.5997250638,6.1096425006
62,Mejatto,169.5797250638,6.0896425006
63,Mejrirok,169.5244360737,5.8658463836
63,Mejrirok,169.5344360737,5.8758463836
63,Mejrirok,169.5144360737,5.8558463836
64,Menge,169.5291013395,5.8468845122
64,Menge,169.5391013395,5.8568845122
64,Menge,169.5191013395,5.8368845122
65,Nabbe,169.5134444921,6.2290160317
65,Nabbe,169.5234444921,6.2390160317
65,Nabbe,169.5034444921,6.2190160317
66,Nanij,169.5145991174,6.2265276435
66,Nanij,169.5245991174,6.2365276435
66,Nanij,169.5045991174,6.2165276435
67,Narmej,169.4854088179,6.2805897121
67,Narmej,169.4954088179,6.2905897121
67,Narmej,169.4754088179,6.2705897121
68,Urbaj,169.4951783755,6.2697067184
68,Urbaj,169.5051783755,6.2797067184
68,Urbaj,169.4851783755,6.2597067184
69,Wotle,169.5021967128,6.2486690596
69,Wotle,169.5121967128,6.2586690596
69,Wotle,169.4921967128,6.2386690596
70,Kili,169.1237479612,5.6444136014
70,Kili,169.1337479612,5.6544136014
70,Kili,169.1137479612,5.6344136014
71,Bikkej,167.7710790917,8.8943467865
71,Bikkej,167.7810790917,8.9043467865
71,Bikkej,167.7610790917,8.8843467865
72,Carlos,167.6174747364,8.7989449381
72,Carlos,167.6274747364,8.8089449381
72,Carlos,167.6074747364,8.7889449381
73,Ebadon,166.8257849209,9.3269931249
73,Ebadon,166.8357849209,9.3369931249
73,Ebadon,166.8157849209,9.3169931249
74,Ebeye Zone 1,167.7374656904,8.7772998186
74,Ebeye Zone 1,167.7474656904,8.7872998186
74,Ebeye Zone 1,167.7274656904,8.7672998186
75,Ebeye Zone 2,167.7365545163,8.7811154045
75,Ebeye Zone 2,167.7465545163,8.7911154045
75,Ebeye Zone 2,167.7265545163,8.7711154045
76,Ebeye Zone 3,167.7365110398,8.7844495606
76,Ebeye Zone 3,167.7465110398,8.7944495606
76,Ebeye Zone 3,167.7265110398,8.7744495606
77,Ebeye Zone 4,167.7361853225,8.786918587
77,Ebeye Zone 4,167.7461853225,8.796918587
77,Ebeye Zone 4,167.7261853225,8.776918587
78,Ebeye Zone 5,167.7348849533,8.7902384754
78,Ebeye Zone 5,167.7448849533,8.8002384754
78,Ebeye Zone 5,167.7248849533,8.7802384754
79,Ebjadik,167.7379602354,8.762200336
79,Ebjadik,167.7479602354,8.772200336
79,Ebjadik,167.7279602354,8.752200336
80,Ebwaj,167.7369086272,8.8352380606
80,Ebwaj,167.7469086272,8.8452380606
80,Ebwaj,167.7269086272,8.8252380606
81,Enubirr,167.4950090709,9.3659526559
81,Enubirr,167.5050090709,9.3759526559
81,Enubirr,167.4850090709,9.3559526559
82,Enubuj - Carlson,167.6841969276,8.7487414884
82,Enubuj - Carlson,167.6941969276,8.7587414884
82,Enubuj - Carlson,167.6741969276,8.7387414884
83,Gugeegue,167.7428001278,8.8516504371
83,Gugeegue,167.7528001278,8.8616504371
83,Gugeegue,167.7328001278,8.8416504371
84,Kwajalein,167.7293253907,8.7292039426
84,Kwajalein,167.7393253907,8.7392039426
84,Kwajalein,167.7193253907,8.7192039426
85,Mejatto,166.8739239496,9.3121984959
85,Mejatto,166.8839239496,9.3221984959
85,Mejatto,166.8639239496,9.3021984959
86,Nene,167.7503565962,8.8650523034
86,Nene,167.7603565962,8.8750523034
86,Nene,167.7403565962,8.8550523034
87,North Loi,167.7337197932,8.8167603069
87,North Loi,167.7437197932,8.8267603069
87,North Loi,167.7237197932,8.8067603069
88,Roi Namur,167.475308152,9.3963670306
88,Roi Namur,167.485308152,9.4063670306
88,Roi Namur,167.465308152,9.3863670306
89,South Loi,167.732904917,8.8017613165
89,South Loi,167.742904917,8.8117613165
89,South Loi,167.722904917,8.7917613165
90,Enerein,166.2665346576,8.9304464399
90,Enerein,166.2765346576,8.9404464399
90,Enerein,166.2565346576,8.9204464399
91,Lae,166.2631207032,8.9232825204
91,Lae,166.2731207032,8.9332825204
91,Lae,166.2531207032,8.9132825204
92,Lib,167.379667481,8.3136955093
92,Lib,167.389667481,8.3236955093
92,Lib,167.369667481,8.3036955093
93,Jebal,169.2718526634,9.8908537273
93,Jebal,169.2818526634,9.9008537273
93,Jebal,169.2618526634,9.8808537273
94,Likiep,169.3016065865,9.824106779
94,Likiep,169.3116065865,9.834106779
94,Likiep,169.2916065865,9.814106779
95,Melang,169.2620173213,9.8984066877
95,Melang,169.2720173213,9.9084066877
95,Melang,169.2520173213,9.8884066877
96,Aenkan,171.2487692066,7.1527842107
96,Aenkan,171.2587692066,7.1627842107
96,Aenkan,171.2387692066,7.1427842107
97,Ajeltake,171.2123137494,7.0613244865
97,Ajeltake,171.2223137494,7.0713244865
97,Ajeltake,171.2023137494,7.0513244865
98,Ajeltake - Woja,171.1240703129,7.0925931804
98,Ajeltake - Woja,171.1340703129,7.1025931804
98,Ajeltake - Woja,171.1140703129,7.0825931804
99,Bridge - Batkan,171.3443901426,7.0818533577
99,Bridge - Batkan,171.3543901426,7.0918533577
99,Bridge - Batkan,171.3343901426,7.0718533577
100,Delap 1,171.379292931,7.0935008652
100,Delap 1,171.389292931,7.1035008652
100,Delap 1,171.369292931,7.0835008652
101,Delap 2,171.3800074705,7.0913625291
101,Delap 2,171.3900074705,7.1013625291
101,Delap 2,171.3700074705,7.0813625291
102,Delap 3,171.3782940986,7.0883241532
102,Delap 3,171.3882940986,7.0983241532
102,Delap 3,171.3682940986,7.0783241532
103,Delap 4,171.3625753322,7.0844460415
103,Delap 4,171.3725753322,7.0944460415
103,Delap 4,171.3525753322,7.0744460415
104,Downtown,171.3712743051,7.108192282
104,Downtown,171.3812743051,7.118192282
104,Downtown,171.3612743051,7.098192282
105,Ejit,171.3493146435,7.1241553466
105,Ejit,171.3593146435,7.1341553466
105,Ejit,171.3393146435,7.1141553466
106,Jable - Long Island,171.3288066193,7.0773845608
106,Jable - Long Island,171.3388066193,7.0873845608
106,Jable - Long Island,171.3188066193,7.0673845608
107,Jenrok,171.3662983454,7.1136979689
107,Jenrok,171.3762983454,7.1236979689
107,Jenrok,171.3562983454,7.1036979689
108,Laura 1,171.0369723185,7.1423025377
108,Laura 1,171.0469723185,7.1523025377
108,Laura 1,171.0269723185,7.1323025377
109,Laura 2,171.034057698,7.1477256922
109,Laura 2,171.044057698,7.1577256922
109,Laura 2,171.024057698,7.1377256922
110,Laura 3,171.0363191633,7.1554448693
110,Laura 3,171.0463191633,7.1654448693
110,Laura 3,171.0263191633,7.1454448693
111,Long Island,171.3210232805,7.0753318871
111,Long Island,171.3310232805,7.0853318871
111,Long Island,171.3110232805,7.0653318871
112,Rairok,171.3126945462,7.072792676
112,Rairok,171.3226945462,7.082792676
112,Rairok,171.3026945462,7.062792676
113,Rairok - Airport,171.2856228715,7.0675263487
113,Rairok - Airport,171.2956228715,7.0775263487
113,Rairok - Airport,171.2756228715,7.0575263487
114,Rita 1,171.357377295,7.1242250393
114,Rita 1,171.367377295,7.1342250393
114,Rita 1,171.347377295,7.1142250393
115,Rita 2,171.3612213292,7.1229292613
115,Rita 2,171.3712213292,7.1329292613
115,Rita 2,171.3512213292,7.1129292613
116,Rita 3,171.3639245001,7.1199103157
116,Rita 3,171.3739245001,7.1299103157
116,Rita 3,171.3539245001,7.1099103157
117,Small Island,171.378311393,7.0979856982
117,Small Island,171.388311393,7.1079856982
117,Small Island,171.368311393,7.0879856982
118,Uliga,171.3760753444,7.103379224
118,Uliga,171.3860753444,7.113379224
118,Uliga,171.3660753444,7.093379224
119,Woja - Arrak,171.0565400627,7.1219569533
119,Woja - Arrak,171.0665400627,7.1319569533
119,Woja - Arrak,171.0465400627,7.1119569533
120,Airok,171.1900488706,8.4964792392
120,Airok,171.2000488706,8.5064792392
120,Airok,171.1800488706,8.4864792392
121,Jang,171.0624165542,8.8623278729
121,Jang,171.0724165542,8.8723278729
121,Jang,171.0524165542,8.8523278729
122,Kaben,170.842086696,8.8935604617
122,Kaben,170.852086696,8.9035604617
122,Kaben,170.832086696,8.8835604617
123,Tarawa,171.2279475263,8.7028299911
123,Tarawa,171.2379475263,8.7128299911
123,Tarawa,171.2179475263,8.6928299911
124,Wolot,171.1751524011,8.7678388604
124,Wolot,171.1851524011,8.7778388604
124,Wolot,171.1651524011,8.7578388604
125,Mejit,170.8707906426,10.2840413339
125,Mejit,170.8807906426,10.2940413339
125,Mejit,170.8607906426,10.2740413339
126,Aeloneo,172.1350777351,5.9302959595
126,Aeloneo,172.1450777351,5.9402959595
126,Aeloneo,172.1250777351,5.9202959595
127,Anel,171.783572544,6.2233105762
127,Anel,171.793572544,6.2333105762
127,Anel,171.773572544,6.2133105762
128,Arbar,171.8015676583,6.0498854029
128,Arbar,171.8115676583,6.0598854029
128,Arbar,171.7915676583,6.0398854029
129,Bar,171.8134799847,6.2333923415
129,Bar,171.8234799847,6.2433923415
129,Bar,171.8034799847,6.2233923415
130,Enejet,171.9998746942,6.0326342261
130,Enejet,172.0098746942,6.0426342261
130,Enejet,171.9898746942,6.0226342261
131,Jabonar,171.8875773843,6.2382509578
131,Jabonar,171.8975773843,6.2482509578
131,Jabonar,171.8775773843,6.2282509578
132,Lukonwod,172.064205615,6.0118078144
132,Lukonwod,172.074205615,6.0218078144
132,Lukonwod,172.054205615,6.0018078144
133,Mili,171.7406236812,6.0841375061
133,Mili,171.7506236812,6.0941375061
133,Mili,171.7306236812,6.0741375061
134,Nad,171.7265063717,6.167751446
134,Nad,171.7365063717,6.177751446
134,Nad,171.7165063717,6.157751446
135,Nadikdik,172.1594131356,5.8913319505
135,Nadikdik,172.1694131356,5.9013319505
135,Nadikdik,172.1494131356,5.8813319505
136,Nallu,171.7198296825,6.2068746124
136,Nallu,171.7298296825,6.2168746124
136,Nallu,171.7098296825,6.1968746124
137,Tokewa,171.7987052339,6.225715248
137,Tokewa,171.8087052339,6.235715248
137,Tokewa,171.7887052339,6.215715248
138,Wau,172.1082319223,6.0921100322
138,Wau,172.1182319223,6.1021100322
138,Wau,172.0982319223,6.0821100322
139,Namdrik,168.1184683038,5.6119580057
139,Namdrik,168.1284683038,5.6219580057
139,Namdrik,168.1084683038,5.6019580057
140,Eoo,168.2624002893,7.8958119413
140,Eoo,168.2724002893,7.9058119413
140,Eoo,168.2524002893,7.8858119413
141,Loen,168.242287519,7.7573128651
141,Loen,168.252287519,7.7673128651
141,Loen,168.232287519,7.7473128651
142,Lukoj,168.2183115354,7.7729192856
142,Lukoj,168.2283115354,7.7829192856
142,Lukoj,168.2083115354,7.7629192856
143,Mae,168.3033955185,7.8308828689
143,Mae,168.3133955185,7.8408828689
143,Mae,168.2933955185,7.8208828689
144,Majkin,168.1806787448,8.1556494491
144,Majkin,168.1906787448,8.1656494491
144,Majkin,168.1706787448,8.1456494491
145,Namu,167.9766500543,8.1948941672
145,Namu,167.9866500543,8.2048941672
145,Namu,167.9666500543,8.1848941672
146,Rongelap,166.8715353523,11.1582777527
146,Rongelap,166.8815353523,11.1682777527
146,Rongelap,166.8615353523,11.1482777527
147,Ujae,165.7600872556,8.9316267484
147,Ujae,165.7700872556,8.9416267484
147,Ujae,165.7500872556,8.9216267484
148,Utirik,169.8416687254,11.2231697487
148,Utirik,169.8516687254,11.2331697487
148,Utirik,169.8316687254,11.2131697487
149,Wotho,166.0093320014,10.1695251757
149,Wotho,166.0193320014,10.1795251757
149,Wotho,165.9993320014,10.1595251757
150,Enebun,170.1922742409,9.5118906777
150,Enebun,170.2022742409,9.5218906777
150,Enebun,170.1822742409,9.5018906777
151,Wormej,170.1499012178,9.5509202296
151,Wormej,170.1599012178,9.5609202296
151,Wormej,170.1399012178,9.5409202296
152,Wotje,170.2366551327,9.452360348
152,Wotje,170.2466551327,9.462360348
152,Wotje,170.2266551327,9.442360348
